title,location,bhk,bath,total_sqft,price_per_sqft,price,area_type
1 Bedroom House , Hancharahalli Village,1,1,1200,5000,60,Built-upArea
1 Bedroom House , Vidyaranyapura,1,1,9600,3333,320,Built-upArea
3 Bedroom House , Yelahanka,3,4,2800,10714,300,Built-upArea
3 Bedroom House , Sarjapur,3,4,2493,8423,210,CarpetArea
5 Bedroom House , Seegehalli,5,4,1250,10800,135,PlotArea
2 BHK Independent Builder Floor , Dodda Bomma Sandra,2,2,950,5578,52.99,Built-upArea
2 BHK Apartment , Garvebhavi Palya,2,2,1100,4545,50,Built-upArea
2 BHK Apartment , Seegehalli,2,2,1345,6691,90,Superbuilt-up
2 BHK Apartment , Whitefield,2,2,1245,7630,95,Superbuilt-up
3 BHK Apartment , Rayasandra,3,3,1606,7907,127,Superbuilt-up
2 BHK Apartment , Chandapura,2,1,750,2933,22,Superbuilt-up
6 Bedroom House , Yelahanka,6,5,1200,31250,375,PlotArea
3 BHK Independent Builder Floor , BTM 2nd Stage,3,3,590,20847,123,CarpetArea
2 BHK Apartment , Chandapura,2,2,1064,3383,36,CarpetArea
3 BHK Apartment , CV Raman Nagar,3,2,1360,4411,60,Superbuilt-up
3 Bedroom House , Brookefield,3,4,2515,11332,285,PlotArea
2 BHK Apartment , Kanakapura Road,2,2,1090,7339,80,Built-upArea
2 BHK Apartment ," Yelahanka,isro layout",2,2,1040,3653,38,Superbuilt-up
2 BHK Apartment , Venkatadri Layout,2,2,1152,5642,65,Built-upArea
2 BHK Apartment , Kalena Agrahara,2,2,1140,3947,45,CarpetArea
2 BHK Apartment , Akshaya Nagar,2,2,1292,5417,70,Superbuilt-up
2 BHK Apartment , Whitefield,2,2,800,7000,56,CarpetArea
5 Bedroom House , Mahalakshmi Layout,5,3,375,17333,65,PlotArea
2 BHK Apartment , 5th Phase JP Nagar,2,2,1250,6000,75,CarpetArea
2 BHK Apartment , Arkavathy Layout,2,2,1012,3952,40,Built-upArea
2 BHK Apartment , Arkavathy Layout,2,2,1135,3612,41,Built-upArea
2 BHK Apartment , Horamavu Agara,2,2,1260,2777,35,Built-upArea
2 BHK Apartment , Horamavu Agara,2,2,1120,3571,40,Built-upArea
2 BHK Apartment , Horamavu Agara,2,2,1310,3282,43,Built-upArea
2 BHK Apartment , Horamavu Agara,2,2,1075,3441,37,Built-upArea
2 BHK Apartment , Horamavu,2,2,1165,3433,40,Superbuilt-up
2 BHK Apartment , Horamavu,2,2,1205,3236,39,Built-upArea
2 BHK Apartment , Prashanth Nagar,2,2,1355,6642,90,Superbuilt-up
3 BHK Apartment , Nagarbhavi,3,3,1667,8998,150,Superbuilt-up
10 Bedroom House ," Amba Bhavani Layout, Vidyaranyapura",10,6,1200,12083,145,PlotArea
2 BHK Apartment , Siddanna Layout,2,2,1500,6333,95,Superbuilt-up
3 BHK Apartment , Mahadevpura,3,3,1805,6925,125,Superbuilt-up
2 BHK Apartment , Coffee Board Layout,2,2,1150,3652,42,CarpetArea
2 BHK Apartment , Bhoganhalli,2,2,1100,5727,63,CarpetArea
2 BHK Apartment , Arkavathy Layout,2,2,1200,5833,70,Superbuilt-up
2 BHK Apartment , Vidyaranyapura,2,1,800,4875,39,CarpetArea
2 BHK Apartment , Chambenahalli,2,2,1025,4975,51,Superbuilt-up
3 BHK Apartment , Dodda Banaswadi,3,2,1400,7857,110,Superbuilt-up
5 Bedroom House , Immadihalli,5,5,1450,7587,110,PlotArea
16 Bedroom House , BTM Layout,16,12,1200,20416,245,PlotArea
6 Bedroom House , Chunchgatta,6,6,3300,4848,160,Built-upArea
2 BHK Apartment , RT Nagar,2,2,1240,3951,49,Built-upArea
3 BHK Apartment , Yelahanka,3,2,1075,3907,40,Built-upArea
3 BHK Independent Builder Floor , Tata Nagar,3,2,1242,5636,70,Built-upArea
7 Bedroom House , Kasturi Nagar,7,8,6000,4166,250,Built-upArea
5 Bedroom House , RR Nagar,5,5,5800,7413,430,Built-upArea
3 BHK Apartment , Munnekollal,3,2,1541,6489,100,Built-upArea
1 BHK Independent Builder Floor , Electronic City Phase II,1,1,800,7125,57,Built-upArea
1 Bedroom House , Mathikere,1,1,1200,11666,140,Built-upArea
1 Bedroom House , Chikkalasandra,1,1,2100,11904,250,Built-upArea
2 BHK Independent Builder Floor , Ilyas Nagar,2,1,1350,14814,200,CarpetArea
2 BHK Apartment , Electronics City Phase 1,2,2,850,2823,24,Superbuilt-up
6 BHK Independent Builder Floor , Soladevanahalli,6,6,1200,8333,100,CarpetArea
2 BHK Apartment , KR Puram,2,2,1056,3314,35,Superbuilt-up
3 BHK Apartment , Ulsoor,3,3,2637,15168,400,Built-upArea
5 Bedroom House , Doddabidrakallu,5,4,600,10333,62,PlotArea
2 BHK Apartment , Doddakannelli,2,2,1190,5798,69,CarpetArea
2 BHK Apartment , Kadugodi,2,2,1376,5813,80,Superbuilt-up
3 BHK Apartment , Yeshwanthpur,3,3,1699,10888,185,Superbuilt-up
2 BHK Apartment , New Gurappana Palya,2,2,988,5800,57,CarpetArea
3 Bedroom House , Muthyala Nagar,3,2,720,13888,100,PlotArea
2 BHK Apartment , Kanakapura Road,2,2,907,13230,120,Superbuilt-up
2 BHK Apartment , BSM Extension,2,2,865,4219,36.5,Superbuilt-up
8 Bedroom House , Chikkabanavar,8,6,1200,10000,120,PlotArea
12 Bedroom House , Kengeri Satellite Town,12,12,2000,25500,510,PlotArea
2 BHK Apartment , Ayyappa Nagar,2,2,1110,4459,49.5,Superbuilt-up
3 Bedroom House , Whitefield,3,4,2000,11500,230,PlotArea
5 Bedroom House , Hosa Road,5,4,2400,15000,360,PlotArea
4 Bedroom House , Mathikere,4,5,1200,20000,240,PlotArea
3 BHK Apartment , Kereguddadahalli,3,3,1425,3859,55,Superbuilt-up
3 BHK Apartment , Panduranga Nagar,3,2,1320,4545,51,Superbuilt-up
2 BHK Apartment , BTM Layout,2,2,1150,6956,80,Built-upArea
2 BHK Apartment , Chandapura,2,2,816,3676,30,Superbuilt-up
2 BHK Apartment , Mahadevpura,2,2,1532,3590,55,Superbuilt-up
4 Bedroom House , Chandra Layout,4,3,2800,12500,350,PlotArea
2 BHK Apartment , Nagondanahalli,2,2,1145,6637,76,Superbuilt-up
4 Bedroom House , Sarjapur Road,4,3,1750,8000,140,PlotArea
2 Bedroom House , Nelamangala,2,1,2900,8965,260,PlotArea
2 BHK Apartment , KR Puram,2,2,1150,4173,48,Superbuilt-up
3 BHK Apartment , 3rd Block HBR Layout,3,3,2000,6500,130,CarpetArea
2 BHK Apartment , Whitefield,2,2,800,5625,45,CarpetArea
1 BHK Apartment , Byagadadhenahalli,1,2,465,2903,13.5,Superbuilt-up
2 BHK Apartment , Bommasandra,2,2,1000,3300,33,CarpetArea
5 Bedroom House , RT Nagar,5,5,2400,12500,300,PlotArea
3 BHK Apartment , HBR Layout,3,3,1400,6428,90,Superbuilt-up
2 BHK Apartment , Srirampuram,2,2,1041,6724,70,CarpetArea
3 BHK Independent Builder Floor , Uttarahalli,3,2,1320,4924,65,Built-upArea
2 BHK Apartment , Bannerghatta,2,2,1191,5038,60,Built-upArea
3 BHK Apartment , Yelahanka New Town,3,3,1495,4548,68,Built-upArea
5 Bedroom House , Nagarbhavi Stage 2 Block 9,5,4,720,15000,108,PlotArea
2 BHK Apartment , Bhuvanagiri,2,2,1200,8750,105,Built-upArea
4 Bedroom House , Chandapura,4,5,3400,4706,160,Built-upArea
1 Bedroom House , Vidyamanya Nagar,1,1,2700,3888,105,Built-upArea
2 BHK Apartment , New Timber Yard Layout,2,2,1207,6793,82,CarpetArea
7 Bedroom House , Hulimavu,7,7,5000,8000,400,Built-upArea
1 Bedroom House , Anjanapura Township,1,1,3000,5000,150,Built-upArea
2 BHK Independent Builder Floor , Begur Koppa Road,2,2,1036,5405,56,Built-upArea
5 Bedroom House , Abbaiah Reddy Layout,5,4,2400,5417,130,Built-upArea
2 BHK Independent Builder Floor , Vivartha Magan,2,2,1275,4078,52,Built-upArea
2 BHK Independent Builder Floor , Mallathahalli,2,2,950,7895,75,Built-upArea
1 BHK Apartment , Bagalur,1,1,596,2852,17,Built-upArea
2 BHK Apartment , Electronic City,2,2,1346,3640,49,Superbuilt-up
2 BHK Independent Builder Floor , Sanjivni Nagar,2,1,1200,20833,250,CarpetArea
2 BHK Apartment , Roopena Agrahara,2,2,1155,5194,60,Superbuilt-up
3 BHK Apartment , Yeshwanthpur,3,3,1693,9155,155,Superbuilt-up
3 BHK Apartment , Yelahanka,3,2,950,5789,55,CarpetArea
2 BHK Apartment , Choodasandra,2,2,1150,6521,75,CarpetArea
2 BHK Apartment , Kodigehalli,2,2,935,6096,57,Superbuilt-up
2 BHK Apartment , Medahalli,2,2,980,5612,55,Superbuilt-up
3 BHK Apartment , Uttarahalli,3,2,1300,4769,62,CarpetArea
3 BHK Apartment , Budigere Cross,3,2,1055,7109,75,Superbuilt-up
2 BHK Apartment , Varthur,2,2,840,4650,39.06,Superbuilt-up
2 BHK Apartment , Sompura,2,2,1050,3238,34,Superbuilt-up
2 BHK Apartment , Akshayanagara East,2,2,1322,5446,72,Superbuilt-up
3 BHK Apartment , Gov,3,3,1713,6421,110,Superbuilt-up
5 Bedroom House , Choodasandra,5,5,1200,7750,93,PlotArea
2 BHK Apartment , Kanakapura Road,2,2,900,8888,80,Superbuilt-up
4 BHK Apartment , Rajaj,4,6,3516,15216,535,Superbuilt-up
2 BHK Apartment , Rajarajeshwari Nagar,2,2,1030,3689,38,CarpetArea
3 BHK Apartment , Sector 1 HSR Layout,3,2,1388,6123,85,Superbuilt-up
1 BHK Apartment , Kogilu,1,1,589,5857,34.5,CarpetArea
3 BHK Apartment , Nallurhalli,3,3,1585,6309,100,Superbuilt-up
2 Bedroom House , KR Puram,2,2,1200,7333,88,PlotArea
2 BHK Apartment , Attibele,2,2,700,5000,35,Superbuilt-up
2 Bedroom House ," Krishnaraj Puram, Bangalore",2,2,1197,15038,180,PlotArea
3 BHK Apartment , Kanakapura Road,3,2,1150,5217,60,Built-upArea
2 Bedroom House , Palace Guttahalli,2,1,1250,16000,200,PlotArea
2 BHK Apartment , Banashankari,2,2,1265,5928,75,Superbuilt-up
3 BHK Independent Builder Floor , 7th Phase JP Nagar,3,3,2165,7500,162,Built-upArea
1 BHK Apartment , Varthur,1,1,565,4778,27,Superbuilt-up
2 BHK Apartment , Srirampura,2,2,1150,4782,55,Superbuilt-up
4 Bedroom House , Cholanayakanahalli,4,4,1200,12500,250,PlotArea
2 BHK Apartment , Mysore Road,2,2,1200,5417,65,Superbuilt-up
2 BHK Apartment , Alfa Garden Layout,2,2,1209,4507,54.5,Superbuilt-up
3 BHK Apartment , Horamavu Agara,3,2,1646,4434,73,Built-upArea
1 BHK Apartment , Yelahanka,1,1,602,8305,50,Superbuilt-up
3 BHK Apartment , Narayanapura,3,3,1792,6652,125,Built-upArea
2 Bedroom House , Rachenahalli,2,2,1200,7083,85,PlotArea
3 BHK Apartment , Navarathna Agrahara,3,3,1460,5479,80,Built-upArea
2 BHK Apartment , Aust,2,2,750,7866,59,CarpetArea
3 Bedroom House , Sector 7 HSR Layout,3,3,600,28333,170,PlotArea
2 BHK Apartment , Varthur,2,2,1600,6125,98,Superbuilt-up
2 Bedroom House , A Narayanapura,2,2,1200,9583,115,CarpetArea
2 BHK Independent Builder Floor , S,2,2,1119,6434,72,Built-upArea
2 BHK Independent Builder Floor , Electronics City Phase 1,2,2,1058,2900,30.68,Built-upArea
1 Bedroom House , L,1,1,2200,5000,110,Built-upArea
1 Bedroom House , Attiguppe,1,1,3600,6944,250,Built-upArea
1 Bedroom House , Bommenahalli,1,1,600,13333,80,Built-upArea
1 BHK Independent Builder Floor , Battarahalli,1,1,1100,5909,65,Built-upArea
1 BHK Independent Builder Floor , Whitefield,1,1,1315,5095,67,Built-upArea
1 Bedroom House , Bharat Nagar,1,1,2000,9000,180,Built-upArea
1 Bedroom House , Bommanahalli,1,1,1500,9000,135,Built-upArea
2 BHK Independent Builder Floor , RT Nagar,2,2,945,4709,44.5,CarpetArea
2 BHK Apartment , Kaggadasapura,2,2,1050,4571,48,CarpetArea
2 BHK Apartment , Bannerghatta Road,2,2,950,5263,50,CarpetArea
3 BHK Independent Builder Floor , Vijaya Bank Layout,3,2,1200,6250,75,Superbuilt-up
2 BHK Independent Builder Floor , RT Nagar,2,1,780,12820,100,Superbuilt-up
2 BHK Apartment , Bannerghatta Road,2,2,1050,7428,78,Superbuilt-up
3 Bedroom House , Laggere,3,3,750,8800,66,PlotArea
2 BHK Apartment , Tejasw,2,2,1145,4803,55,Superbuilt-up
3 BHK Apartment , Sr,3,2,1450,8620,125,CarpetArea
3 Bedroom House , Electronics City Phase 1,3,3,2200,2500,55,PlotArea
3 BHK Apartment , 6th Phase JP Nagar,3,3,1555,6881,107,Superbuilt-up
5 Bedroom House , near diamond college,5,5,1350,10740,145,PlotArea
2 BHK Apartment , Raghuvanahalli,2,2,1000,5800,58,Superbuilt-up
3 BHK Apartment , Gulimangala,3,2,1390,3776,52.5,Superbuilt-up
2 BHK Apartment , Uttarahalli,2,2,1080,5370,58,Built-upArea
2 BHK Apartment , Ayappa Nagar,2,2,1100,4177,45.95,Built-upArea
2 BHK Apartment , RT Nagar,2,2,1140,7456,85,CarpetArea
3 BHK Apartment , 7th Phase JP Nagar,3,3,1465,4778,70,Superbuilt-up
2 BHK Apartment , Murugeshpalya,2,2,934,5353,50,Superbuilt-up
4 BHK Apartment , Whitefield,4,4,2026,17275,350,CarpetArea
8 Bedroom House , Kaggadasapura,8,7,1200,20833,250,PlotArea
2 BHK Apartment , Hoodi,2,2,1271,6294,80,Superbuilt-up
2 BHK Apartment , Kanakapura Road,2,2,907,8379,76,Superbuilt-up
2 BHK Apartment , Rajarajeshwari Nagar,2,2,1030,6213,64,Superbuilt-up
6 Bedroom House , 6th Phase JP Nagar,6,6,1500,16666,250,PlotArea
3 BHK Apartment , Kadugodi,3,2,1550,10223,119,Superbuilt-up
2 BHK Apartment , Vidyaranyapura,2,2,1200,5000,60,Superbuilt-up
1 BHK Apartment , 9th Phase JP Nagar,1,1,780,3461,27,Superbuilt-up
3 BHK Apartment , Omkar Nagar,3,3,1783,9534,170,Superbuilt-up
2 BHK Apartment , Nand,2,2,950,6200,65.1,CarpetArea
3 BHK Apartment , Basavanapura,3,3,1385,4693,65,Superbuilt-up
1 BHK Independent Builder Floor , Central Excise Layout,1,1,1100,3636,40,Built-upArea
3 BHK Apartment , Devanahalli,3,2,1145,5677,65,Built-upArea
3 BHK Apartment , Bellandur,3,3,1885,9549,200,CarpetArea
2 BHK Apartment , Kanakapura Road,2,2,1314,6468,85,CarpetArea
2 BHK Apartment , Siddapura,2,2,800,7875,63,CarpetArea
3 BHK Apartment , Uttarahalli,3,3,1920,6563,126,Superbuilt-up
1 BHK Apartment , Kengeri,1,1,418,5503,23,Superbuilt-up
7 Bedroom House , New Thippasandra,7,7,1400,30000,345,PlotArea
7 Bedroom House , BTM Layout,7,7,1113,20215,225,PlotArea
9 Bedroom House , Vijaya Bank Layout,9,9,2840,18309,520,PlotArea
3 BHK Apartment , Kadugodi,3,4,1180,4237,50,Built-upArea
3 BHK Apartment , RR Nagar,3,2,1417,6162,75,Superbuilt-up
3 Bedroom House , Bannerghatta Road,3,3,2400,13250,265,PlotArea
2 BHK Independent Builder Floor , Basavangudi,2,2,1222,10229,125,Built-upArea
2 BHK Independent Builder Floor , Nagadevana Halli,2,2,1070,3692,39.5,Built-upArea
1 Bedroom House , State Bank Of India Colony,1,1,3040,2467,75,Built-upArea
3 BHK Apartment , Sarjapur Road,3,2,1445,5259,76,Built-upArea
2 BHK Independent Builder Floor , Sultan Palaya,2,3,1390,5755,80,Built-upArea
1 Bedroom House , Horamavu,1,1,2200,5454,120,Built-upArea
2 BHK Apartment , AMS Layout,2,1,700,4286,30,Built-upArea
3 BHK Apartment , Electronics City Phase 1,3,2,1500,5333,80,Built-upArea
3 BHK Apartment , Electronics City Phase 1,3,3,1500,5333,80,Superbuilt-up
3 BHK Apartment , Hennur Road,3,3,1650,6666,110,Superbuilt-up
1 Bedroom House , Anekal,1,1,1200,1000,120,PlotArea
2 BHK Apartment , Murugeshpalya,2,2,924,5411,50,Superbuilt-up
2 BHK Apartment , Begur,2,2,970,4329,42,CarpetArea
2 BHK Apartment , Nyanappana Halli,2,1,672,3705,24.9,CarpetArea
2 BHK Apartment , Hosa Road,2,2,1197,7435,89,CarpetArea
2 BHK Apartment , Panathur,2,2,1210,9000,109,CarpetArea
1 Bedroom House , Nyanappana Halli,1,1,630,9523,60,PlotArea
2 BHK Apartment , Canara Bank Colony,2,2,954,3668,35,Superbuilt-up
3 BHK Apartment , Bagalur,3,2,1067,5141,54.9,Superbuilt-up
3 Bedroom House , Anjanapura,3,4,600,22500,135,PlotArea
2 BHK Apartment , Yelahanka,2,2,1150,4347,50,Superbuilt-up
2 BHK Apartment , Sarjapur,2,2,700,16428,115,CarpetArea
3 BHK Apartment , Whitefield,3,3,1683,6535,110,CarpetArea
3 BHK Apartment , Talacauvery Layout,3,2,1220,7377,90,Superbuilt-up
2 BHK Apartment , Akshaya Vana,2,2,1191,5037,60,Superbuilt-up
2 BHK Apartment , Whitefield,2,2,1147,7672,88,CarpetArea
2 BHK Apartment , Banaswadi,2,2,1150,6521,75,Built-upArea
2 BHK Apartment , Brooke Bond First Cross,2,2,1270,5905,75,Superbuilt-up
3 BHK Apartment , Ganigarahalli,3,2,1450,3586,52,CarpetArea
3 BHK Apartment , Kenchenahalli,3,4,1925,5974,115,Superbuilt-up
1 Bedroom House , Vaderahalli,1,1,600,7500,45,PlotArea
7 Bedroom House , Hosakerehalli,7,7,600,30000,180,PlotArea
2 BHK Apartment , Hebbal,2,2,1300,9615,125,Superbuilt-up
2 BHK Apartment , Kasavanhalli,2,2,861,6387,55,Built-upArea
2 BHK Apartment , Rajaj,2,2,1370,14591,200,Superbuilt-up
3 BHK Apartment , Bommanahalli,3,3,1615,14259,155,Superbuilt-up
2 BHK Apartment , Electronic City,2,2,931,4726,44,Superbuilt-up
3 BHK Apartment , Hennur Road,3,2,1145,6855,75,Built-upArea
2 BHK Apartment , Varthur,2,2,1111,5130,57,Superbuilt-up
2 BHK Apartment , Tala Cauvery Layout,2,2,1340,6641,89,CarpetArea
3 BHK Apartment , Kalena Agrahara,3,2,1447,4850,70,Built-upArea
3 BHK Apartment , Yelahanka,3,3,1538,7802,120,Superbuilt-up
2 BHK Apartment , Yelahanka,2,2,845,4142,35,CarpetArea
2 BHK Apartment , Dasarahalli,2,2,1130,3982,45,Superbuilt-up
3 BHK Apartment , Gopalkrishna Nagar,3,3,2150,8372,180,CarpetArea
2 BHK Apartment , Ardendale,2,2,1190,4537,54,Superbuilt-up
2 Bedroom House , Wilson Garden,2,1,845,17751,150,PlotArea
2 BHK Apartment , Kadugodi,2,2,1260,4841,61,Superbuilt-up
6 Bedroom House , Laggere,6,6,1350,9629,130,PlotArea
4 Bedroom House , Sarjapur,4,3,1505,11296,170,PlotArea
3 BHK Apartment , Doddathoguru,3,2,1285,3501,45,Superbuilt-up
3 Bedroom House , Indiranagar,3,4,2400,21000,500,PlotArea
3 BHK Apartment , Electronic City Phase 2,3,3,1700,4705,80,CarpetArea
4 Bedroom House , Bidarahalli,4,4,1050,8095,85,PlotArea
2 BHK Apartment , Akshaya Nagar,2,2,1075,6046,65,Superbuilt-up
2 BHK Apartment , Rukmaiah Layout,2,2,1015,4876,49.5,Built-upArea
3 BHK Independent Builder Floor , Electronic City,3,2,1285,3268,42,Built-upArea
3 BHK Apartment , Kanakapura Road,3,3,2172,13352,290,Built-upArea
2 BHK Apartment , Bohra Layout,2,2,853,4923,42,CarpetArea
1 Bedroom House , Basavanagudi,1,1,1900,8947,170,Built-upArea
1 Bedroom House , Mathikere,1,1,2000,5500,110,Built-upArea
1 BHK Independent Builder Floor , Sidedahalli,1,1,7200,5277,380,Built-upArea
5 Bedroom House , Mahalakshmi Layout,5,4,1200,17500,210,PlotArea
3 BHK Independent Builder Floor , Gollahalli-Electronic City,3,2,1300,5385,70,Built-upArea
3 BHK Apartment , Mysore Road,3,2,1568,7015,110,Built-upArea
2 BHK Apartment , Electronic City,2,2,825,4969,41,CarpetArea
3 BHK Apartment , Kengeri,3,3,1000,6800,68,CarpetArea
2 Bedroom House , Mahaganapathi Nagar,2,2,600,16666,100,PlotArea
2 BHK Apartment , Hoskote,2,2,1065,2723,29,CarpetArea
5 Bedroom House , Indira Nagar Stage 2,5,4,2400,29166,700,PlotArea
3 BHK Apartment , Jalahalli,3,3,1757,7968,140,Superbuilt-up
2 BHK Apartment , AGS Layout,2,2,1000,4600,46,CarpetArea
2 BHK Apartment , Banashankari,2,2,1200,10000,120,Superbuilt-up
3 BHK Apartment , Malleshwaram,3,3,2475,11313,280,Superbuilt-up
6 Bedroom House , T Dasarahalli,6,6,1200,6250,75,PlotArea
3 BHK Apartment , Yelahanka,3,2,1200,5000,60,Superbuilt-up
3 Bedroom House , JP Nagar,3,4,800,36250,290,PlotArea
2 BHK Apartment , Hoskote,2,2,1065,2910,32,Superbuilt-up
3 BHK Apartment , Pantharapalya,3,2,1568,6441,101,Built-upArea
3 Bedroom House , Vijayanagar,3,3,1440,20138,290,Built-upArea
3 Bedroom House , dev,3,3,840,14285,120,PlotArea
3 BHK Apartment , Kadugodi,3,2,1414,5445,77,Superbuilt-up
4 Bedroom House , Doddakannelli,4,3,2200,9545,210,PlotArea
3 Bedroom House , Sarjapur,3,3,1200,10583,127,PlotArea
2 BHK Apartment , Kalena Agrahara,2,2,855,5263,45,Superbuilt-up
3 BHK Apartment , Jakkur,3,3,1374,5676,78,Built-upArea
2 BHK Apartment , Cox Town,2,2,990,6060,60,Built-upArea
3 BHK Apartment , Geddalahalli,3,3,1600,4718,75.5,Superbuilt-up
2 BHK Apartment , Electronics City Phase 1,2,2,870,5172,45,Superbuilt-up
2 BHK Apartment , Muthanallur,2,2,1153,3295,38,CarpetArea
2 BHK Apartment , Electronic City,2,2,860,6395,55,Superbuilt-up
2 BHK Apartment , Chandapura,2,2,949,3161,30,Superbuilt-up
2 BHK Apartment , Vidyaranyapura,2,2,1200,4333,52,Superbuilt-up
2 Bedroom House , Harohalli,2,3,1200,5416,65,PlotArea
3 Bedroom House , Hegdenagar,3,3,1050,11428,140,PlotArea
3 BHK Apartment , Kanakapura Road,3,2,1450,6344,92,Superbuilt-up
13 BHK Independent Builder Floor , Sannatammanahalli,13,13,1460,10616,155,CarpetArea
3 BHK Apartment , Begur Road,3,2,1160,6293,73,Superbuilt-up
3 BHK Apartment , Rustam Bagh Layout,3,3,1380,7173,99,Built-upArea
3 BHK Apartment , Yeshwanthpur,3,3,1693,13327,155,Superbuilt-up
3 BHK Apartment , JP Nagar,3,3,1570,6369,100,Built-upArea
3 BHK Apartment , B,3,3,1740,9482,185,Superbuilt-up
7 Bedroom House , Ejipura,7,5,1500,12000,180,PlotArea
3 BHK Apartment , Uttarahalli,3,2,1357,4937,67,Superbuilt-up
3 BHK Apartment , Hoodi,3,2,1370,5474,75,Superbuilt-up
3 BHK Apartment , KR Puram,3,2,1550,4387,68,CarpetArea
2 BHK Independent Builder Floor , Padmanabhanagar,2,2,1020,6176,63,Built-upArea
2 BHK Apartment , BEML Layout,2,2,1145,5240,60,Superbuilt-up
3 BHK Apartment , Hennur Road,3,3,1936,9555,185,Superbuilt-up
4 Bedroom House , Yelahanka,4,7,2186,34309,750,PlotArea
3 BHK Apartment , Hennur,3,2,1200,7083,85,Built-upArea
2 BHK Apartment , Sarjapur Road,2,2,1143,4811,55,Superbuilt-up
3 BHK Apartment , Kengeri Satellite Town Stage 1,3,3,1470,4897,72,CarpetArea
3 BHK Apartment , Billekahalli,3,3,1750,8870,138,Superbuilt-up
2 BHK Apartment , Old Madras Road,2,2,1157,7346,85,Superbuilt-up
2 BHK Apartment , Munnekollal,2,2,1170,5300,62,Superbuilt-up
3 BHK Apartment , Ashw,3,2,1200,7500,90,CarpetArea
2 BHK Apartment , Horamavu,2,2,1000,5100,51,CarpetArea
3 Bedroom House , Bagalakunte,3,3,1198,12520,150,PlotArea
2 BHK Apartment , Byagadadhenahalli,2,1,620,3549,22,Built-upArea
2 BHK Apartment , Electronics City Phase 1,2,2,1070,5608,70,Superbuilt-up
3 BHK Apartment , Chikkalasandra,3,2,1440,4861,70,CarpetArea
2 BHK Apartment , Bannerghatta Road,2,2,1030,7766,80,Superbuilt-up
3 BHK Apartment , Rayasandra,3,3,1639,5796,95,Superbuilt-up
2 BHK Apartment , Kathriguppe,2,2,937,7470,70,Built-upArea
3 BHK Apartment , Banashankari,3,3,1620,6500,105,CarpetArea
3 Bedroom House , Kadarenahalli,3,3,1750,12857,225,PlotArea
2 BHK Apartment , Frazer Town,2,2,1300,9615,125,Superbuilt-up
2 Bedroom House , Malur,2,2,1200,3750,45,PlotArea
4 Bedroom House , 9th Phase JP Nagar,4,4,600,26666,160,PlotArea
2 BHK Apartment , K R Puram,2,2,1010,5940,52,Built-upArea
1 Bedroom House , Ragavendra Nagar,1,1,600,12500,75,Built-upArea
1 Bedroom House , Sunkadakatte,1,1,2600,3692,96,Built-upArea
2 BHK Apartment , Yelahanka,2,2,1225,5700,69.82,Built-upArea
3 BHK Apartment , Devarabisanahalli,3,2,1715,11078,190,CarpetArea
2 BHK Apartment , Electronic City,2,1,850,2352,20,CarpetArea
2 BHK Apartment , Basapura,2,2,1100,5727,62,CarpetArea
3 BHK Apartment , Hennur Road,3,3,2200,5454,120,Superbuilt-up
3 BHK Apartment , Banashankari Stage 6,3,3,1730,7803,135,Superbuilt-up
2 BHK Apartment , Yelahanka,2,2,1225,5714,70,CarpetArea
3 BHK Apartment , Harlur,3,3,1760,7670,135,Superbuilt-up
2 BHK Apartment , Challaghatta,2,2,1205,10100,122,Superbuilt-up
2 BHK Apartment , Jakkur Plantation,2,2,1368,6798,93,Superbuilt-up
1 Bedroom House , New Baiyyappanahalli,1,1,1875,7466,140,PlotArea
2 BHK Apartment , Devanahalli,2,2,984,5182,51,Superbuilt-up
2 Bedroom House , Bidarahalli,2,2,1200,6833,82,PlotArea
2 BHK Apartment , Gollahalli,2,2,1015,3743,38,Superbuilt-up
2 Bedroom House , Balagaranahalli,2,2,1200,10000,120,PlotArea
2 BHK Apartment , Horamavu,2,2,1600,4562,73,Superbuilt-up
3 BHK Apartment , Nayandanahalli,3,3,1749,9033,158,Built-upArea
2 BHK Apartment , LBS Nagar,2,2,1235,5425,67,CarpetArea
2 Bedroom House , Harlur,2,2,1033,5808,60,Built-upArea
4 Bedroom House , Hegde Nagar,4,4,1000,9500,95,PlotArea
4 Bedroom House , Old Guddadahalli,4,2,800,9375,75,PlotArea
3 BHK Apartment , Sarjapur Road,3,3,1260,3968,50,Superbuilt-up
3 BHK Apartment , Kaverappa Layout,3,3,1700,6176,105,Superbuilt-up
2 BHK Apartment , Dommasandra,2,2,980,5612,55,Built-upArea
4 Bedroom House , Sector 2 HSR Layout,4,4,600,26666,16,PlotArea
6 Bedroom House , Chikkabanavara,6,5,1372,11333,155,PlotArea
2 BHK Apartment , Vijaya Bank Layout,2,2,1260,6350,80,Superbuilt-up
2 BHK Apartment , Electronic City,2,1,865,5317,46,Superbuilt-up
2 BHK Apartment , Battarahalli,2,2,1250,4960,62,Built-upArea
2 BHK Apartment , Nyanappana Halli,2,2,1280,4514,75,Superbuilt-up
3 BHK Apartment , Whitefield,3,3,1666,6002,100,Superbuilt-up
7 BHK Independent Builder Floor , Thyagaraja Nagar,7,7,900,15555,140,Built-upArea
4 Bedroom House , Mathikere,4,7,1350,12592,170,PlotArea
2 BHK Independent Builder Floor , Anekal,2,2,620,3225,20,CarpetArea
