title,location,bhk,bath,total_sqft,price_per_sqft,price,area_type
2 Bedroom House , Rampura,2,2,950,9684,92,Built-upArea
4 Bedroom House , Kithaganur Village,4,3,2200,5454,120,Built-upArea
3 BHK Apartment , Bilekahalli,3,2,1622,5918,96,Built-upArea
3 BHK Apartment , Yelahanka New Town,3,2,1420,6971,99,Built-upArea
1 BHK Independent Builder Floor , Banashankari,1,1,1100,18181,200,Built-upArea
2 BHK Apartment , Electronic City,2,2,1100,5454,59.99,Built-upArea
2 BHK Apartment , 5th Phase JP Nagar,2,2,1200,5833,70,CarpetArea
2 BHK Apartment , Basavanapura,2,2,1235,4453,55,Superbuilt-up
3 BHK Apartment , Jagadish Nagar,3,3,1820,4835,88,Superbuilt-up
6 Bedroom House , 2nd Stage Nagarbhavi,6,6,1100,9259,250,PlotArea
7 Bedroom House , Kaggadasapura,7,7,1200,5270,195,PlotArea
2 Bedroom House , Bidarahalli,2,2,1200,7083,85,PlotArea
5 Bedroom House , Benson town post ITI layout,5,5,1181,18628,220,PlotArea
2 BHK Apartment , Mallasandra,2,2,905,5082,46,Superbuilt-up
2 BHK Apartment , Electronic City,2,2,1089,4407,48,CarpetArea
2 BHK Independent Builder Floor , Hennur Gardens,2,2,1250,4960,62,Built-upArea
2 BHK Apartment , Chamundeshwari Layout,2,2,1040,6730,70,Superbuilt-up
1 BHK Independent Builder Floor , Halasur,1,5,1100,16363,180,Superbuilt-up
4 Bedroom House , Anjanapura,4,5,600,19666,118,PlotArea
3 BHK Apartment , Maithri Layout,3,2,1567,5105,80,Superbuilt-up
3 BHK Independent Builder Floor , Sarjapur Road,3,3,2040,19607,400,Superbuilt-up
2 BHK Apartment , Doddabanahalli,2,2,800,6625,53,CarpetArea
2 BHK Apartment , Babusapalaya,2,3,1800,5277,95,Superbuilt-up
2 Bedroom House , Mylasandra,2,1,1200,5750,69,PlotArea
1 Bedroom House , Ramamurthy Nagar,1,1,1200,8300,99.6,PlotArea
2 BHK Apartment , Kasturi Nagar,2,1,1000,3500,35,Built-upArea
6 BHK Independent Builder Floor , Jpnagar 3rd Phase,6,3,600,26666,160,Superbuilt-up
3 BHK Apartment , Yelahanka,3,2,1008,11904,120,CarpetArea
2 Bedroom House , Jigani,2,2,1200,7500,90,PlotArea
4 Bedroom House , Nagasandra,4,4,3700,5540,205,PlotArea
2 BHK Apartment , Doddabanahalli,2,2,950,4210,40,Superbuilt-up
2 BHK Apartment , Kaggadasapura,2,2,1120,4286,48,Built-upArea
3 BHK Apartment , Channasandra Layout,3,2,1020,5392,55,CarpetArea
3 BHK Apartment , Konadasapura,3,3,1527,7203,110,Built-upArea
3 Bedroom House , Chokkasandra-Peenya,3,2,1400,5714,80,Built-upArea
3 BHK Independent Builder Floor , Kengeri,3,2,1500,4000,60,Built-upArea
1 Bedroom House , Lakshmipura,1,1,3000,5166,155,Built-upArea
1 Bedroom House , Banashankari,1,1,7000,6071,425,Built-upArea
3 BHK Apartment , Banashankari,3,3,2378,10723,255,Built-upArea
2 BHK Apartment , Sarjapur,2,2,973,4111,40,CarpetArea
6 Bedroom House , Halanayakanahalli,6,6,2880,6888,310,PlotArea
3 BHK Apartment , Marasandra,3,2,1075,3905,42,CarpetArea
2 BHK Apartment , Sarjapur Road,2,2,1075,7069,76,Superbuilt-up
6 Bedroom House , Medaralli,6,6,1200,10000,120,PlotArea
3 Bedroom House , Bagalur Ma,3,3,1472,6793,100,PlotArea
5 Bedroom House , PrashanthNagar,5,5,2000,17500,350,PlotArea
1 BHK Apartment , Alur,1,1,600,2666,16,CarpetArea
2 BHK Apartment , Old Madras Road,2,2,1225,8653,106,Superbuilt-up
3 BHK Apartment , Thanisandra,3,2,1435,6750,95,Superbuilt-up
2 BHK Independent Builder Floor , Cholanayakanahalli,2,2,645,15193,98,CarpetArea
3 BHK Apartment , Electronics City Phase 1,3,2,1376,7267,100,Superbuilt-up
6 Bedroom House , Nagashetty Halli,6,5,2000,9250,185,PlotArea
8 BHK Independent Builder Floor , Jigani,8,8,3350,3395,105,Superbuilt-up
4 BHK Independent Builder Floor , Kachanayakanahalli,4,4,1800,3055,55,CarpetArea
2 Bedroom House , Hebbal,2,2,9000,1666,150,PlotArea
2 BHK Apartment , Kammasandra,2,2,1175,3575,42,Superbuilt-up
3 BHK Apartment , RR NAGARA,3,2,1400,5714,80,CarpetArea
2 BHK Apartment , AGB Layout,2,2,800,4750,38,CarpetArea
2 BHK Independent Builder Floor , Electronics City Phase 1,2,2,991,7568,75,Built-upArea
2 BHK Apartment , Yelachenahalli,2,2,1005,5473,54.5,Built-upArea
3 BHK Apartment , Mathikere,3,3,1400,5357,75,CarpetArea
2 BHK Apartment , Vidyaranyapura,2,2,1215,3456,42,Superbuilt-up
2 BHK Apartment , HRBR Layout,2,2,1388,10806,150,CarpetArea
5 Bedroom House , S,5,5,3270,4281,140,PlotArea
2 BHK Apartment , Kumbena Agrahara,2,2,1095,4931,54,Superbuilt-up
3 BHK Apartment , 9th Phase JP Nagar,3,3,1890,4814,91,Built-upArea
2 BHK Apartment , Sarjapur,2,2,761,4467,34,CarpetArea
2 Bedroom House , Anekal,2,2,1200,3750,45,PlotArea
4 Bedroom House , Chikkabettahalli,4,5,980,11734,115,PlotArea
3 BHK Apartment , Malleshwaram,3,2,3191,13523,190,Superbuilt-up
2 BHK Apartment , Hosabasavanapura,2,2,1070,4485,45,Superbuilt-up
1 Bedroom House , Krishnarajapura,1,1,2728,43255,118,Built-upArea
2 BHK Apartment , Mico Layout,2,1,845,5000,40,CarpetArea
2 BHK Apartment , Sonnenahalli,2,2,1030,3543,36.5,Superbuilt-up
2 BHK Apartment , Kothannur,2,2,1030,5533,57,CarpetArea
4 Bedroom House , Huskuru,4,4,5450,5504,300,PlotArea
3 Bedroom House , Suddaguntepalya,3,3,1000,18000,180,PlotArea
2 BHK Apartment , Panathur,2,2,1230,6260,78,Superbuilt-up
3 BHK Apartment , Chennappa Layout,3,2,1545,5178,80,Superbuilt-up
3 Bedroom House , Vij,3,2,750,8666,65,PlotArea
4 Bedroom House , B Narayanapura,4,4,600,9166,55,PlotArea
2 BHK Apartment , Kacharakanahalli,2,2,1050,6667,70,Built-upArea
2 Bedroom House , Mandur,2,2,1200,10000,120,PlotArea
2 Bedroom House , Vabasandra,2,2,1200,4583,55,Built-upArea
2 BHK Apartment , BSM Extension,2,2,875,5142,45,CarpetArea
1 Bedroom House , Banashankari,1,1,3900,13974,545,Built-upArea
1 BHK Independent Builder Floor , Whitefield,1,1,834,5755,48,Built-upArea
1 Bedroom House , Nagasandra,1,1,1300,6153,80,Built-upArea
3 BHK Apartment , Doddamma Layout,3,3,1350,4814,65,CarpetArea
10 BHK Independent Builder Floor , Peenya 2nd Stage,10,9,4000,3500,140,Built-upArea
3 Bedroom House , RAK felicity,3,3,1200,9166,110,PlotArea
3 BHK Apartment , Visthar,3,3,2350,8553,201,Superbuilt-up
3 BHK Apartment , Garebhavipalya,3,4,1901,9206,228,Superbuilt-up
7 BHK Independent Builder Floor , Ramamurthy Nagar,7,5,2800,5000,140,Built-upArea
2 BHK Apartment , Electronic City,2,2,1250,6560,82,CarpetArea
3 Bedroom House , Chandapura,3,3,1200,5123,114,PlotArea
2 BHK Apartment , Chandapura,2,2,858,4428,38,Superbuilt-up
2 BHK Independent Builder Floor , Electronics City Phase 1,2,4,1200,16666,200,Superbuilt-up
2 BHK Apartment , Gunjur,2,2,1271,6215,79,Superbuilt-up
2 BHK Apartment , Doddakannelli,2,2,1222,6955,85,CarpetArea
2 BHK Apartment , Electronics City Phase 1,2,2,991,8072,80,Superbuilt-up
3 BHK Apartment , Devarabisanahalli,3,3,1800,11166,201,CarpetArea
2 BHK Apartment , AECS Layout,2,2,1171,5123,60,CarpetArea
2 BHK Apartment , Alfa Garden Layout,2,2,1010,5148,52,Superbuilt-up
3 BHK Apartment , V,3,2,1100,5454,60,CarpetArea
4 Bedroom House , L,4,4,1981,4795,95,PlotArea
2 BHK Apartment , Uttarahalli,2,2,900,5555,50,CarpetArea
2 BHK Apartment , Hebbal,2,2,945,4338,41,Superbuilt-up
4 Bedroom House , Kumaraswamy Layout,4,1,512,24390,110,PlotArea
3 BHK Independent Builder Floor , Arehalli,3,2,1450,5172,75,Built-upArea
10 BHK Apartment , thulshan factory,10,10,1200,11250,135,CarpetArea
3 Bedroom House , Anekal,3,2,1200,4583,55,PlotArea
4 Bedroom House , T Dasarahalli,4,3,2400,6250,150,PlotArea
3 BHK Apartment , Doddaballapur,3,2,1075,4176,44.9,Superbuilt-up
2 BHK Apartment , Jakkur,2,2,1120,6250,70,Superbuilt-up
3 Bedroom House , Pai Layout,3,2,1200,12916,155,PlotArea
5 BHK Apartment , Vijayanagar,5,5,4700,7446,350,CarpetArea
1 BHK Apartment , Hegde Nagar,1,1,702,7123,50,Superbuilt-up
3 BHK Apartment , Nagegowdanapalya,3,2,1374,5020,75,Superbuilt-up
1 BHK Apartment , Jagajeevan Ram Nagar,1,1,680,11029,75,Built-upArea
2 BHK Independent Builder Floor , Neeladri Nagar,2,2,1200,3333,40,Built-upArea
3 BHK Apartment , AGB Layout,3,3,1289,4111,53,Built-upArea
3 BHK Apartment , Kengeri Satellite Town,3,3,1280,6250,80,Superbuilt-up
2 BHK Apartment , Br,2,2,1060,4528,48,Superbuilt-up
1 Bedroom House , JP Nagar,1,1,4200,5928,249,Built-upArea
1 Bedroom House , Vivek Nagar,1,1,2200,9181,202,Built-upArea
4 Bedroom House , AECS Layout,4,4,1500,30000,405,PlotArea
2 BHK Apartment , 6th Block Rajaji Nagar,2,2,700,11428,80,CarpetArea
1 Bedroom House , Vidyamanya Nagar,1,1,1200,7166,86,CarpetArea
2 BHK Apartment , Electronic City,2,2,974,5442,53,Superbuilt-up
2 Bedroom House , Ullal Uppanagar vishweshwaraiah layout 6th block,2,1,1080,6018,65,PlotArea
2 BHK Apartment , Nandi Durga Road,2,2,1305,9578,125,Superbuilt-up
1 Bedroom House , Banashankari Stage 3,1,1,860,11046,95,PlotArea
8 BHK Independent Builder Floor , Hebbagodi,8,8,1200,6000,72,CarpetArea
2 BHK Apartment , New Gurappana Palya,2,2,1200,6250,75,Built-upArea
2 BHK Apartment , MLA Layout,2,2,1190,5294,63,Superbuilt-up
2 BHK Apartment , Kammasandra,2,2,918,3050,28,Superbuilt-up
3 BHK Apartment , Sarakki Nagar,3,2,1120,6696,75,CarpetArea
5 Bedroom House , TC Palya ma,5,5,800,12375,110,PlotArea
2 BHK Apartment , Whitefield,2,2,1050,5333,56,Built-upArea
2 Bedroom House , Ittamadu,2,1,600,23333,140,CarpetArea
2 BHK Apartment , Bannerghatta Road,2,2,1325,8200,109,Built-upArea
2 BHK Apartment , Electronics City Phase 1,2,2,1000,4000,40,CarpetArea
3 Bedroom House , Kanakapura,3,3,1200,4666,56,PlotArea
3 BHK Apartment , Thanisandra,3,3,1435,6968,100,Superbuilt-up
3 BHK Apartment , B,3,3,2030,12800,260,Superbuilt-up
2 BHK Apartment , Electronic City,2,2,1140,4035,46,Superbuilt-up
2 BHK Apartment , 3rd Block Hrbr Layout,2,2,1056,6629,70,Superbuilt-up
5 Bedroom House , Kumbalgodu,5,5,1200,10000,120,PlotArea
3 BHK Apartment ," Vaishnavi layout,vidyaranyapura",3,3,1621,4935,80,CarpetArea
2 BHK Apartment , Horamavu Agara,2,2,1220,3196,39,Superbuilt-up
2 BHK Apartment , Horamavu Agara,2,2,1070,3242,34.69,Built-upArea
2 BHK Apartment , Banaswadi,2,2,1054,4554,48,Superbuilt-up
2 BHK Apartment , Kaval Byrasandra,2,2,1200,5000,60,CarpetArea
5 Bedroom House , Kaval Byrasandra,5,5,1200,13750,165,PlotArea
2 BHK Apartment , Gnana Bharathi,2,2,850,4235,36,Built-upArea
2 BHK Apartment , Marsur,2,2,1285,5058,65,Superbuilt-up
6 BHK Independent Builder Floor , Maranayakanahalli,6,6,1200,10000,120,Superbuilt-up
2 BHK Apartment , Thirupalya,2,2,1070,5140,55,CarpetArea
7 Bedroom House , Siddanahosahalli,7,6,1200,10000,120,PlotArea
1 BHK Apartment , Electronics City Phase 1,1,1,715,6433,46,Superbuilt-up
3 BHK Apartment , Tumkur Road,3,3,1705,9677,165,CarpetArea
3 BHK Apartment , KR Puram,3,3,1918,5995,115,Superbuilt-up
4 Bedroom House , Kalyan nagar,4,3,1200,20833,250,PlotArea
4 Bedroom House , Chandra Layout Extension,4,4,800,6000,180,PlotArea
3 BHK Apartment , Frazer Town,3,3,1100,7000,77,Superbuilt-up
5 Bedroom House , Basaveshwara Nagar,5,5,1200,29166,350,PlotArea
2 BHK Apartment , Kasavanhalli,2,2,1206,4560,55,Built-upArea
2 Bedroom House , Hebbagodi,2,2,800,8250,66,PlotArea
4 Bedroom House , Hoskote,4,4,1162,6799,79,PlotArea
1 BHK Independent Builder Floor , Kamakshipalya,1,1,750,5066,38,Built-upArea
2 BHK Apartment , Kereguddadahalli,2,2,1055,3791,40,Superbuilt-up
2 BHK Apartment , Doddakannelli,2,2,1050,8190,86,Superbuilt-up
2 BHK Apartment , KR Puram,2,2,1036,4536,47,Superbuilt-up
2 BHK Apartment , Jalahalli,2,2,1185,5485,65,Superbuilt-up
1 BHK Apartment , Attibele,1,2,400,3200,12.8,Built-upArea
3 BHK Apartment , Rahat Bagh,3,2,1500,5333,80,CarpetArea
2 BHK Apartment , Bidrahalli,2,2,1375,5000,67,CarpetArea
3 Bedroom House , Sarjapur,3,3,2077,8275,240,PlotArea
2 BHK Apartment , KR Puram,2,2,1081,6151,66.5,CarpetArea
2 BHK Apartment , Electronics City Phase 1,2,2,1250,6000,75,CarpetArea
2 BHK Apartment , Hadosiddapura,2,2,1010,5445,55,CarpetArea
2 BHK Apartment , JP Nagar,2,2,1130,5752,65,CarpetArea
3 BHK Apartment , Electronics City Phase 1,3,2,1500,5000,80,Built-upArea
3 BHK Apartment , 8th Phase JP Nagar,3,3,1670,6586,110,Superbuilt-up
2 BHK Apartment , Kengeri,2,2,726,5096,37,Superbuilt-up
3 BHK Apartment , Hbr bda complex,3,3,1350,8148,110,Superbuilt-up
2 BHK Apartment , KR Puram,2,2,1257,4136,52,Superbuilt-up
2 BHK Apartment , Hallehalli,2,2,1161,3789,44,CarpetArea
4 Bedroom House , Hennur Road,4,4,1200,13333,160,Built-upArea
2 BHK Apartment , Kodbisanhalli,2,3,2080,7933,165,Built-upArea
1 Bedroom House , Basaveshwara Nagar,1,1,3500,14285,500,Built-upArea
1 BHK Independent Builder Floor , Whitefield,1,1,1328,4668,62,Built-upArea
4 Bedroom House , Gokula Extension,4,5,1400,20000,280,PlotArea
5 Bedroom House , OMBR Layout,5,3,615,24390,120,PlotArea
3 BHK Apartment , Tumkur Road,3,3,1416,6497,110,Built-upArea
2 BHK Independent Builder Floor , Whitefield,2,2,1171,4526,53,Built-upArea
2 BHK Apartment , Electronic City,2,2,1221,6552,80,Superbuilt-up
6 Bedroom House , Bagalakunte,6,4,1200,12500,150,PlotArea
Studio Apartments / 1 RK Flats , Shirke Layout,1,1,450,2333,10.5,Built-upArea
4 Bedroom House , akkipete,4,3,1825,55000,100,PlotArea
2 BHK Apartment , Someshwara Layout,2,2,1229,6265,77,Superbuilt-up
2 BHK Apartment , Varthur,2,2,1240,11209,139,Superbuilt-up
3 BHK Apartment , Kempe Gowda Nagar,3,3,1540,5698,87.75,Built-upArea
2 BHK Apartment , Ashwathnagar,2,2,1100,4545,50,Superbuilt-up
3 BHK Apartment , RWF West Colony,3,2,1700,4117,70,Built-upArea
3 Bedroom House , Bannerghatta Road,3,3,3600,8333,300,PlotArea
2 BHK Apartment , 8th Phase JP Nagar,2,2,1120,6071,68,Superbuilt-up
2 BHK Apartment , Ferrar Nagar,2,2,1198,7095,85,Built-upArea
3 BHK Apartment , RWF West Colony,3,2,1427,5956,75,Built-upArea
3 Bedroom House , Banashankari,3,3,1700,16750,285,PlotArea
2 BHK Apartment , Laxm,2,2,1125,4888,55,Superbuilt-up
2 BHK Apartment , Jalahalli,2,2,1001,3996,40,Built-upArea
2 BHK Independent Builder Floor , Banashankari Stage 2,2,2,1175,7234,85,Built-upArea
3 Bedroom House , T Dasarahalli,3,3,1375,9454,130,PlotArea
3 BHK Apartment , Bannerghatta Road,3,3,1476,6775,100,Superbuilt-up
9 Bedroom House , Hosakerehalli Layout,9,9,600,21666,130,PlotArea
3 BHK Apartment , Uttarahalli,3,2,1380,5434,75,Superbuilt-up
2 BHK Apartment , Tejasw,2,2,1145,6113,70,Superbuilt-up
2 BHK Apartment , Battarahalli,2,2,1157,4753,55,CarpetArea
2 BHK Apartment , 1st Block Jayanagar,2,2,1500,13333,200,Superbuilt-up
2 Bedroom House , Hebbal,2,2,3600,10000,360,PlotArea
3 BHK Apartment , S,3,2,1453,5849,85,Superbuilt-up
3 Bedroom House , Anekal,3,3,2400,7708,185,PlotArea
3 BHK Apartment , 5th Phase JP Nagar,3,2,1310,6000,78.6,CarpetArea
13 Bedroom House ," Basavanna Nagar, Hoodi, Bengaluru, Karnataka 560048",13,13,1200,4677,290,PlotArea
3 BHK Apartment , Malleshwaram,3,3,2251,11994,270,CarpetArea
12 Bedroom House , Nagashetty Halli,12,12,2350,12000,282,PlotArea
2 BHK Apartment , Hoodi,2,2,1070,5420,58,CarpetArea
4 BHK Apartment , Devanahalli,4,4,2570,6500,170,Superbuilt-up
2 BHK Apartment , Devanahalli,2,2,573,7841,45,Superbuilt-up
Studio Apartments / 1 RK Flats , Domlur,1,1,280,10714,30,CarpetArea
3 BHK Apartment , Kadathanamale,3,2,1200,4166,50,CarpetArea
3 Bedroom House , Doddaballapur,3,4,1200,15000,180,PlotArea
2 BHK Apartment , Alfa Garden Layout,2,2,1215,4000,48.6,CarpetArea
3 BHK Apartment , Sarjapur Road,3,3,1660,8433,140,Superbuilt-up
8 Bedroom House , Hongasandra,8,8,600,18333,110,PlotArea
2 BHK Apartment , Whitefield,2,2,987,5572,55,CarpetArea
3 BHK Apartment , Rose Garden jp nagar 6th phase,3,3,1825,9863,180,CarpetArea
5 Bedroom House , Raja Rajeshwari Nagar,5,5,1200,8250,450,PlotArea
2 BHK Apartment , Kada Agrahara,2,2,640,4921,31.5,CarpetArea
3 Bedroom House , Talaghattapura,3,3,3400,7941,270,Built-upArea
2 BHK Apartment , Kaval Byrasandra,2,2,910,3571,32.5,CarpetArea
3 BHK Apartment , Chandapura,3,2,1356,4867,66,CarpetArea
3 BHK Apartment , Kanakapura Road,3,3,1106,15128,118,Superbuilt-up
4 BHK Apartment , 6th Phase JP Nagar,4,3,1960,11000,215,CarpetArea
2 BHK Apartment , Ramanashree Enclave,2,1,1021,8814,90,CarpetArea
2 BHK Apartment , Whitefield,2,2,1065,5446,58,Superbuilt-up
2 BHK Apartment , Kanakapura Road,2,2,1100,6818,75,Built-upArea
2 BHK Apartment , Electronics City Phase 1,2,2,880,3409,30,Superbuilt-up
2 BHK Apartment , Sanjay nagar,2,2,697,6886,48,Superbuilt-up
4 Bedroom House , Vivekananda Nagar,4,4,750,16666,125,PlotArea
3 BHK Apartment , Kanakapura Road,3,3,1400,6000,84,Superbuilt-up
8 Bedroom House , Abbigere,8,8,1200,10416,125,PlotArea
3 BHK Apartment , Hongasandra,3,2,1264,5221,66,CarpetArea
2 BHK Apartment , RT Nagar,2,2,1000,5800,58,CarpetArea
3 BHK Apartment , Malleshwaram,3,3,2347,17043,400,Superbuilt-up
2 BHK Apartment , Sarjapura Attibele Road,2,2,1129,6200,70,Superbuilt-up
1 BHK Apartment , Electronics City Phase 1,1,1,635,4724,30,Superbuilt-up
2 BHK Apartment , Xavier Layout,2,2,1260,10079,127,Superbuilt-up
3 BHK Apartment , Choodasandra,3,2,1338,6875,92,Superbuilt-up
4 Bedroom House , Malur,4,3,2400,6041,145,PlotArea
5 Bedroom House , Neraluru,5,5,2400,4457,230,PlotArea
2 BHK Independent Builder Floor , Sarjapur Road,2,2,759,5534,42,Built-upArea
2 BHK Independent Builder Floor , Balaji Layout,2,2,1005,4279,43,Built-upArea
3 BHK Apartment , Uttarahalli,3,3,1750,4000,70,Superbuilt-up
7 Bedroom House , Pillanna Gardens,7,7,600,17500,105,PlotArea
4 Bedroom House , Kaval Bairasandra,4,3,1200,4750,57,Built-upArea
2 BHK Apartment , JP Nagar,2,2,1323,6802,90,Built-upArea
2 BHK Apartment , Attibele,2,2,1120,4017,45,Built-upArea
3 BHK Apartment , Kasavanhalli,3,3,1900,5684,108,Built-upArea
2 BHK Independent Builder Floor , Begur Road,2,2,1200,3333,40,Built-upArea
4 Bedroom House , Ullal Ma,4,4,1850,6757,125,Built-upArea
4 Bedroom House , J. P. Nagar,4,5,1500,5333,80,Built-upArea
2 Bedroom House ," Electronics City Phase 1, Electronic City",2,2,950,6947,66,Built-upArea
3 BHK Apartment , Bendiganahalli,3,3,1350,6296,85,Built-upArea
3 BHK Apartment , Nobo Nagar,3,3,1535,5537,85,Built-upArea
3 BHK Apartment , Vasanth nagar,3,3,2500,12400,310,Built-upArea
4 BHK Apartment , Kalyan Nagar,4,6,4400,8522,375,Built-upArea
2 BHK Apartment , Kalkere,2,2,1064,6109,65,Built-upArea
3 BHK Apartment , Haralur Ma,3,2,1200,5833,70,Built-upArea
3 BHK Apartment , Brigade Cornerstone Utopia,3,3,1821,10159,185,Built-upArea
1 Bedroom House , Kacharakanahalli,1,1,1400,23214,325,Built-upArea
3 BHK Apartment , Sri Balaji Krupa Layout,3,2,1241,7333,91,Built-upArea
1 BHK Independent Builder Floor , Attibele,1,1,3000,8633,259,Built-upArea
1 BHK Independent Builder Floor , Malur,1,1,2187,5029,110,Built-upArea
1 BHK Independent Builder Floor , Anjanapura Township,1,1,4400,6250,275,Built-upArea
5 Bedroom House , Aditya Nagar-Vidyaranyapura,5,5,3000,7500,225,CarpetArea
1 BHK Apartment , Budigere,1,1,722,7618,52,Built-upArea
1 Bedroom House , Thanisandra,1,1,1500,22000,330,Built-upArea
1 Bedroom House , Kaval Bairasandra,1,1,1200,9166,110,Built-upArea
1 Bedroom House , Basavanapura,1,1,600,9000,54,Built-upArea
1 Bedroom House , Andrahalli,1,1,2400,3125,75,Built-upArea
1 Bedroom House , Anjanapura Township,1,1,1350,6074,82,Built-upArea
1 Bedroom House , Kengeri Satellite Town,1,1,1200,5216,62.6,Built-upArea
2 BHK Apartment , Sarjapura Attibele Road,2,2,1167,2828,33,Built-upArea
1 Bedroom House , Harapanahalli,1,1,1200,4166,50,Built-upArea
1 Bedroom House , Jnana Ganga Nagar,1,1,1800,5611,101,Built-upArea
1 Bedroom House , Kodipur,1,1,840,14880,125,Built-upArea
1 BHK Independent Builder Floor , Channigarayapura,1,1,2000,5500,110,Built-upArea
1 Bedroom House , Kodigehalli,1,1,900,11111,100,Built-upArea
3 Bedroom House , Budigere,3,4,2505,11632,342,PlotArea
3 BHK Apartment , Doddagubbi,3,3,1330,4500,59.85,Built-upArea
3 BHK Apartment , Sarjapur Road,3,3,1240,11129,138,CarpetArea
1 Bedroom House , Kothanur,1,1,1950,9230,180,Built-upArea
3 Bedroom House , Kanakapura Road,3,3,2795,13416,300,Built-upArea
3 BHK Apartment , Basapura,3,2,1380,4710,65,Built-upArea
1 Bedroom House , Hoskote,1,1,1897,3953,75,Built-upArea
1 Bedroom House , Ullal Uppanagar,1,1,1140,6140,70,Built-upArea
1 Bedroom House , Ramamurthy Nagar,1,1,980,8163,80,Built-upArea
2 BHK Independent Builder Floor , Malleshpalya,2,2,1155,5194,60,CarpetArea
2 BHK Apartment , Sahakara Nagar,2,2,1318,5690,75,Built-upArea
3 Bedroom House , Electronic City,3,3,2400,5417,130,CarpetArea
2 BHK Apartment , Electronics City Phase 1,2,2,1070,5046,54,Superbuilt-up
3 BHK Apartment , Gubbalala,3,2,1685,4452,75,Built-upArea
2 BHK Apartment , Horamavu,2,2,1031,6498,67,Superbuilt-up
2 BHK Apartment , Talaghattapura,2,2,1110,6306,70,Superbuilt-up
1 Bedroom House , Andrahalli,1,2,1348,4451,60,PlotArea
2 BHK Apartment , Gottigere,2,2,1130,4238,47.9,Built-upArea
2 Bedroom House , Hosakerehalli,2,2,1710,9356,160,PlotArea
2 BHK Apartment , Talaghattapura,2,2,1110,6306,70,CarpetArea
2 BHK Apartment , Doddathoguru,2,2,940,2765,26,CarpetArea
3 BHK Apartment , HSR Layout,3,2,1375,6545,90,CarpetArea
2 BHK Apartment , Whitefield,2,2,1148,6533,75,Superbuilt-up
2 BHK Apartment , Electronics City Phase 1,2,2,825,5454,45,CarpetArea
3 Bedroom House , Sr,3,2,2300,15000,345,PlotArea
2 BHK Apartment , Horamavu,2,2,1169,9409,110,CarpetArea
3 BHK Apartment , S,3,3,1600,4875,78,CarpetArea
5 Bedroom House , Hosa Road,5,5,1280,17578,225,PlotArea
2 BHK Independent Builder Floor , Bommasandra Industrial Area,2,2,900,2833,25.5,CarpetArea
2 BHK Apartment , Electronic City,2,2,825,3152,25,Superbuilt-up
3 BHK Independent Builder Floor , Bhavani Nagar,3,3,2050,7317,150,Built-upArea
1 BHK Independent Builder Floor , Srirampura,1,1,3300,7727,255,Superbuilt-up
4 BHK Apartment , Sarjapur Road,4,4,2200,12272,270,Built-upArea
3 BHK Apartment , Sarjapur,3,3,800,5000,40,CarpetArea
2 BHK Apartment , Amruthahalli Ma,2,2,1070,5794,62,CarpetArea
3 BHK Apartment , Banashankari Stage 3,3,3,1530,6797,104,CarpetArea
1 BHK Apartment , Jalahalli East,1,1,800,6250,50,Built-upArea
3 BHK Apartment , Nagondanahalli,3,3,1537,5204,80,Superbuilt-up
1 BHK Apartment , Hosa Road,1,1,598,7023,42,Superbuilt-up
5 Bedroom House , Chikkabanavar,5,5,1200,12916,155,PlotArea
4 Bedroom House , Kundalahalli,4,3,1200,19833,238,PlotArea
1 BHK Apartment , 3rd Block Hrbr Layout,1,1,700,7142,50,Superbuilt-up
4 BHK Apartment , Ashw,4,4,1500,8333,125,CarpetArea
8 BHK Independent Builder Floor , Sadara Mangala Industrial Area,8,8,1650,8484,140,Built-upArea
1 BHK Apartment , Balagere,1,1,745,8859,66,Superbuilt-up
3 BHK Apartment , kavalbyrasandra R.T.Nagar post,3,3,1350,6666,90,CarpetArea
3 Bedroom House , KR Puram,3,3,1200,16666,200,PlotArea
2 BHK Apartment , Malleshwaram,2,2,982,8859,87,Superbuilt-up
3 BHK Apartment , Thanisandra,3,3,1440,5347,77,CarpetArea
4 Bedroom House , Shreyas Colony,4,4,2250,14444,325,PlotArea
2 BHK Apartment , Murugeshpalaya,2,2,800,7500,60,CarpetArea
5 Bedroom House , Bannerghatta Road,5,5,1200,15416,185,PlotArea
3 BHK Apartment , Devasthanagalu,3,2,1625,5476,89,Superbuilt-up
3 BHK Apartment , Amblipura,3,3,1770,10451,185,Superbuilt-up
9 Bedroom House , Sunkadakatte,9,9,3000,4000,120,PlotArea
2 BHK Apartment , Roopena Agrahara,2,2,1000,5500,55,Superbuilt-up
3 BHK Apartment , Jakkur,3,3,1850,13513,250,Superbuilt-up
2 BHK Apartment , Carmelaram,2,2,1147,7410,85,Superbuilt-up
3 Bedroom House , Hosakerehalli,3,3,600,18333,110,PlotArea
2 BHK Apartment , Bagalur,2,2,530,9811,52,CarpetArea
2 BHK Apartment , Tumkur Road,2,2,992,10963,78,Superbuilt-up
2 BHK Apartment , Tejasw,2,2,1200,5833,70,Superbuilt-up
2 BHK Apartment , Sahakara Nagar,2,2,1260,5555,70,Built-upArea
3 BHK Apartment , Bellandur,3,4,1980,8333,165,Built-upArea
4 Bedroom House , 9th Phase JP Nagar,4,4,2200,5000,110,Built-upArea
2 BHK Apartment , Hosur Road,2,2,1150,3043,35,Built-upArea
